Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
20446:21	so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out --n4050ba paying a, uh, one month extra every year.	so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out --n4050ba paying a, uh, one month extra every year, but not both.	so if you pay your rent and your house payment every two weeks, instead of once a month, you'll come out --n4050ba paying a, uh, one month extra every year.	yes	yes	no	no	no	no	no	no	yes	S	###huh-uh.###speakera85t85.###that's once a month.###speakerb86t86.###huh-uh.###speakera87t87.###well, i get twenty six paychecks, which --n404f3a would come out --n404f4d to be in thirteen months.###speakerb88t88.###that's right.###speakera89t89.
20453:61	and it will, if have you a thirty year note, it will take like seven or plus years off of your note.	and it will, if have you a thirty year note, it will take like seven or plus years off of your note, but not both.	and it will, if have you a thirty year note, it will take like seven and plus years off of your note.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb88t88.###that's right.###speakera89t89.###so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out --n4050ba paying a, uh, one month extra every year.###speakerb90t90.###huh-uh.###speakera91t90.###speakerb92t92.###that's right.###speakera93t93.
20456:39	my parents, uh, bought a home in san diego about four or five years ago,	my parents, uh, bought a home in san diego about four or five years ago, but not both.	my parents, uh, bought a home in san diego about four and five years ago,	yes	yes	no	no	no	yes	no	no	yes	S	###so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out --n4050ba paying a, uh, one month extra every year.###speakerb90t90.###huh-uh.###speakera91t90.###speakerb92t92.###that's right.###speakera93t93.###and it will, if have you a thirty year note, it will take like seven or plus years off of your note.###speakerb94t94.###that's right.
20498:36	that's what we're looking at --n405e05, fifteen or maybe twenty.	that's what we're looking at --n405e05, fifteen or maybe twenty, but not both.	that's what we're looking at --n405e05, fifteen and maybe twenty.	yes	yes	no	no	no	no	no	no	yes	S	###speakera111t111.###yeah.###speakerb112t112.###and when we bought this house --n405b33, we looked at doing a fifteen year note, because it added more --n405b76 to the payment, but not significant amounts, you know,###speakera113t113.###huh-uh.###speakerb114t114.###it was a good payoff for being able --n405d14 to pay it off sooner.###speakera115t115.###right.
20511:22	well, we just started two or three weeks ago.	well, we just started two or three weeks ago, but not both.	well, we just started two and three weeks ago.	yes	yes	no	no	no	yes	no	no	yes	S	###speakera117t117.###we're not going --n405ed2 to go longer than twenty.###speakerb118t118.###yeah.###speakera119t119.###but, we're taking our time.###we're going --n405fdc to try --n405feb to make our decision by july.###speakerb120t120.###well, that's good, though.###speakera121t121.
20556:19	she was there for two or three years before we got married --n406a3e.	she was there for two or three years before we got married --n406a3e, but not both.	she was there fand two and three years befande we got married --n406a3e.	yes	yes	no	no	no	yes	no	no	yes	S	###me, too.###speakerb136t136.###i enjoyed --n40686c talking to you.###speakera137t137.###yeah,###same here.###my wife, uh, she went to, uh, the school out there in lubbock.###speakerb138t138.###in lubbock.###speakera139t139.
21034:54	we don't have cable to the point of, of the h b o or any of that stuff.	we don't have cable to the point of, of the h b o or any of that stuff, but not both.	we don't have cable to the point of, of the h b o and any of that stuff.	yes	yes	no	no	no	no	no	no	yes	S	###i do watch the special shows that they come out with --n4018ae, the nova stuff. and, and, the nature shows.###speakerb40t40.###yeah.###speakera41t40.###speakerb42t42.###yeah.###yeah.###speakera43t43.###but, i think there's enough out there to pick from --n401a57.###i'm not,
21053:31	and i watched that for like, oh, ten or fifteen straight years,	and i watched that for like, oh, ten or fifteen straight years, but not both.	and i watched that fand like, oh, ten and fifteen straight years,	yes	yes	no	no	no	yes	no	no	yes	S	###huh-uh.###speakerb48t48.###and, you know, i don't want them watching something that i don't think they should watch --n401e7b###or, i used --n401f70 to be really hooked on all my children,###speakera49t49.###sure.###speakerb50t49.###speakera51t51.###oh, me.###speakerb52t52.
21110:62	and as the world turns. i think as the world turns may, still on or not.	and as the world turns. i think as the world turns may, still on or not, but not both.	and as the wandld turns. i think as the wandld turns may, still on and not.	yes	yes	no	no	no	no	no	yes	yes	S	###speakera71t70.###speakerb72t72.###huh-uh.###speakera73t73.###i was just a youngster###and i was like, oh, my gosh.###speakerb74t74.###yeah,###we used --n402f1a to,###my mother watched all that stuff, too.
21314:41	but i think we wanted --n402a01 to see dede --n402a14 there or somebody like her.	but i think we wanted --n402a01 to see dede --n402a14 there or somebody like her, but not both.	but i think we wanted --n402a01 to see dede --n402a14 there and somebody like her.	yes	yes	no	no	no	no	no	no	yes	S	###speakera41t41.###yeah,###i can't remember what her name is --n40273c,###but is,###speakerb42t42.###yeah,###i didn't enjoy her.### i, i,###she was too much of a opposite of dede,###and i think that's what they try --n402939 to do --n402948,
21390:163	and that really made it a very interesting, uh, show to where you never really knew which, which one --n4044b4 was going --n4044c3 to show up. you know, whether it was going to, where they're going --n40450e to be real close --n404525 or whether they're just going --n404544 to be partners --n404557, you know	and that really made it a very interesting, uh, show to where you never really knew which, which one --n4044b4 was going --n4044c3 to show up. you know, whether it was going to, where they're going --n40450e to be real close --n404525 or whether they're just going --n404544 to be partners --n404557, you know, but not both.	and that really made it a very interesting, uh, show to where you never really knew which, which one --n4044b4 was going --n4044c3 to show up. you know, whether it was going to, where they're going --n40450e to be real close --n404525 and whether they're just going --n404544 to be partners --n404557, you know	yes	yes	no	no	no	no	no	no	yes	S	###and that's what --n404166 i always enjoyed --n404179 about it.###speakera69t69.###yeah,###well, see, there was that spark between dede and hunter for a while###speakerb70t70.###yeah.###speakera71t71.###but they, they like started it,###and then they'd pull it back,###and they'd start it and pull it back.
21448:96	and and, well, of course, another one of their mistakes, i think --n405e2d, is they have a tendency --n405e50 to change characters, or to change the characters', uh, uh, personalities well, especially after they get married --n405eb3.	and and, well, of course, another one of their mistakes, i think --n405e2d, is they have a tendency --n405e50 to change characters, or to change the characters', uh, uh, personalities well, especially after they get married --n405eb3, but not both.	and and, well, of course, another one of their mistakes, i think --n405e2d, is they have a tendency --n405e50 to change characters, and to change the characters', uh, uh, personalities well, especially after they get married --n405eb3.	yes	yes	no	no	no	no	no	no	yes	S-N405E2D	###that, uh, interplay died when they got married --n4059c5 --n4059cc,###and so the show died.###speakera91t91.###yeah,###the,###it seems like you can do so much more of the subtle hints and the subtle little plays on things before they, they, before they get married --n405b52 you know,###speakerb92t92.###uh-huh.###speakera93t93.###the minute they get married --n405d02 --n405d09, everything's supposed --n405d20 to be cut and dried
21517:53	do you think that's why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5.	do you think that's why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5, but not both.	do you think that's why most rock stars nowadays keep their marriages secret --n40777e, and at least they keep it quiet --n4077a5.	yes	yes	no	no	no	no	no	no	yes	SQ	###speakera119t119.###uh-huh.###speakerb120t120.###like, for instance, where as the teenager, you know, you romance a, romanticize a rock star,###but when he gets married --n407555 --n40755c, then you don't care any more or something like that,###speakera121t121.###um, right.###speakerb122t122.###and i think it's the same with your characters on t v.###speakera123t123.
