Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
27918:40	so we both have a secret background that --n407080 says somehow or another we just knew we were piano players and never got a chance, uh,		yes	yes	no	no	no	no	no	no	yes	S
27951:28	and there was no such thing as a job or any hope of a job, unti-, well, unless,	any hope of a job	yes	yes	no	no	no	no	no	no	yes	S
27952:63	if you were educated you got, you know, you might teach for a year or two before you got married --n40073e.		yes	yes	no	no	no	yes	no	no	yes	S
27956:43	and if you really pushed it, you taught until you had kids or something you know,	something	yes	yes	no	no	yes	no	no	no	yes	S
27966:70	there was not, there's not supposed --n400bec to be any reason to use this education or this brain that you might have --n400c37 for anything other than your house and your children and how clean can the bathroom floors be --n400c82 on any given day --n400c99.	this brain	yes	yes	no	no	no	no	no	no	yes	S
28003:40	i couldn't put in enough overtime that --n401b75 was necess-, or that, you know, things that --n401bb4 would come up at work, that --n401bd7 would require me to stay late or to come in early or to do something on saturdays as is, you know, as is needed --n401c5a, because my husband for a long time was out of the country also with, uh, with work, for like three months		yes	yes	no	yes	no	no	no	no	yes	S
28003:125	i couldn't put in enough overtime that --n401b75 was necess-, or that, you know, things that --n401bb4 would come up at work, that --n401bd7 would require me to stay late or to come in early or to do something on saturdays as is, you know, as is needed --n401c5a, because my husband for a long time was out of the country also with, uh, with work, for like three months	to come in early	yes	yes	no	yes	no	no	no	no	yes	S
28003:139	i couldn't put in enough overtime that --n401b75 was necess-, or that, you know, things that --n401bb4 would come up at work, that --n401bd7 would require me to stay late or to come in early or to do something on saturdays as is, you know, as is needed --n401c5a, because my husband for a long time was out of the country also with, uh, with work, for like three months	to do something on saturdays	yes	yes	no	no	no	no	no	no	yes	S
28093:53	and and if it's not mom then, then dad or somebody's got --n4044ba to move in there and do the job, because the kids really need it.		yes	yes	no	no	no	no	no	no	yes	S
28108:116	because if, if i had been allowed --n404d27 to work, you know, maybe thirty hours a week instead of fifty hours a week, i might still be working basically full time or part time, if there was, if there had been some way --n404dd2 to work it out --n404de9,		yes	yes	no	no	no	no	no	no	yes	SBAR
28134:3	or my husband, if it's, you know, uh, when he's at home --n40583a, can take care of them.	my husband	no	yes	no	no	no	no	no	no	yes	S
28157:45	it's just convincing your husband that that's important, or that it's important enough for him to do it.		yes	yes	no	no	no	no	no	no	yes	S
28170:152	because if he saw mom doing only that you know, all the time he was growing up --n40651a then it --n406529's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it.	just to think about doing it rather than having someone tell him to do it	yes	yes	no	no	no	no	no	no	yes	SBAR
28255:99	they're going --n4086a3 to say to the kids you need --n4086c6 do this, because it needs --n4086e5 to be done --n4086f8 not because it's a woman's job or a man's job, but because it's dirty and it needs --n408757 to be clean.	a man's job	yes	yes	no	no	no	no	no	no	yes	S
28388:46	not only do i do p c type things like, uh, using lotus or word processors,	word processors	yes	yes	no	no	no	no	no	no	yes	SINV
28470:146	they knew they were going --n402658 to have --n402667 to get a modem so that we could, mumblex in the decks machine so that we could, in my home, so that we could make it through this eight weeks or so.		yes	yes	no	no	yes	no	no	no	yes	S
28569:3	or i've got my p c configured --n4045ef to where i can use either printer. the one that --n404622's on the network or my own --n404645.	i	no	yes	no	yes	no	no	no	no	yes	S
28569:79	or i've got my p c configured --n4045ef to where i can use either printer. the one that --n404622's on the network or my own --n404645.	my own	yes	yes	no	no	no	no	yes	no	yes	S
28706:47	we find it hard to believe --n407193 --n40719a sometimes, or hard to understand --n4071c1 when, uh, we work for a computer company --n4071f0, and, uh,		yes	yes	no	no	no	no	no	no	yes	S
28754:33	i mean even since i was like about two or three.		yes	yes	no	no	no	yes	no	no	yes	FRAG
28790:3	or it's the geriatric crowd.	it	no	yes	no	no	no	no	no	no	yes	S
29005:67	i mean, uh, to add dependents is, is you know, maybe another dollar or something	something	yes	yes	no	no	yes	no	no	no	yes	S
29023:54	do you have --n40698f to be an active t i employee --n4069b2 --n4069b9 to join texans or, or a depe-,		yes	yes	yes	no	no	no	no	no	yes	SQ
29025:14	or, or a depe-,		yes	yes	no	no	no	no	no	no	no	FRAG
29026:3	or a dependent of one.	a dependent of one	no	yes	no	no	no	no	no	no	no	FRAG
29097:92	i do see a problem with graduating people that, that --n40058d can't read and are not, you know, productive in society or productive to themselves		yes	yes	no	no	no	no	no	no	yes	S
29159:97	and, uh, i talked to a thirteen year old --n402ddc last night who --n402def's, uh, goes to, uh, one of the plano high schools or junior highs, i guess,	junior highs	yes	yes	no	no	no	no	no	no	yes	S
29161:24	she could either have taken tennis, or weight lifting	weight lifting	yes	yes	no	no	no	no	yes	no	yes	S
29361:19	they will have maybe two or three main stories and just spend a very large amount of time.		yes	yes	no	no	no	yes	no	no	yes	S
29466:34	i don't know if it's h e b statewide or whatever,	whatever	yes	yes	no	no	yes	no	no	no	yes	S
29489:84	again --n404d8d not having, uh, lived through another war, i don't know if that's a common thing that people thought of --n404df4, or if that was a new concern with people.		yes	yes	no	no	no	no	no	no	yes	S
29536:13	was it a wednesday or thursday.		yes	yes	no	no	no	no	no	no	no	SQ
29586:3	or do you have several.		no	yes	no	no	no	no	no	no	yes	SQ
29699:34	was, was the whole face --n400d4f done or just the numbers, and, and, like minute marks.		yes	yes	no	no	no	no	no	no	no	SQ
29727:27	and it usually takes long stitches over two or three openings in the cloth		yes	yes	no	no	no	yes	no	no	yes	S
29732:80	like it could be a flame stitch where so rather than drawing a picture you're making a design like a geometric or whatever --n401890,	whatever	yes	yes	no	no	yes	no	no	no	yes	S
29745:37	but i didn't know if it's been my color choice or multiple moves or, or what,	multiple moves	yes	yes	no	yes	no	no	no	no	yes	S
29745:48	but i didn't know if it's been my color choice or multiple moves or, or what,		yes	yes	yes	yes	no	no	no	no	yes	S
29745:55	but i didn't know if it's been my color choice or multiple moves or, or what,		yes	yes	no	no	no	no	no	no	yes	S
29899:3	or i don't even want --n4052d5 to get into it in the first place.	i	no	yes	no	no	no	no	no	no	yes	S
29984:3	or do you go out an buy a, a kit, like for a bib or something like that.		no	yes	no	yes	no	no	no	no	yes	SQ
29984:57	or do you go out an buy a, a kit, like for a bib or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	SQ
30077:3	or,		no	no	no	no	no	no	no	no	no	S
30118:36	i know when i travel --n401d6c, or when i used --n401d8b to travel overseas quite a bit --n401daa, what i would do --n401dc9 on my american express card is before i would, before i left i would mail a check to, to american express and, you know, have some idea of how much --n401e64 was there, you know,		yes	yes	yes	no	no	no	no	no	yes	S
30119:37	i'd sent them, you know, several hundred dollars, or whatever i felt i would spend --n40219a. and then use it then.		yes	yes	no	no	yes	no	no	no	yes	S
30174:99	uh, for example, i remember on one trip to france when i started --n4032b1 planning the trip --n4032c4, i think, uh, a dollar was worth nine or ten francs and just in a matter of a week or two the dollar fell against the franc, drastically.		yes	yes	no	yes	no	yes	no	no	yes	S
30174:129	uh, for example, i remember on one trip to france when i started --n4032b1 planning the trip --n4032c4, i think, uh, a dollar was worth nine or ten francs and just in a matter of a week or two the dollar fell against the franc, drastically.	two	yes	yes	no	no	no	yes	no	no	yes	S
30178:66	and whe-, when i finally got over there --n403558, it had fallen, uh, two or three francs to the dollar.		yes	yes	no	no	no	yes	no	no	yes	S
30191:23	if it were, say sixty or seventy francs a night that would mean it would be about ten dollars or so, or maybe twenty dolls-,		yes	yes	no	yes	no	yes	no	no	yes	S
30191:65	if it were, say sixty or seventy francs a night that would mean it would be about ten dollars or so, or maybe twenty dolls-,		yes	yes	no	yes	yes	no	no	no	yes	S
30191:71	if it were, say sixty or seventy francs a night that would mean it would be about ten dollars or so, or maybe twenty dolls-,		yes	yes	no	no	no	no	no	no	yes	S
30197:23	it would average out to thirty-five or forty dollars a night which --n403b7b is a reasonable rate.		yes	yes	no	no	no	yes	no	no	yes	S
30654:3	or people just change a, like, one word because they think it sounds better, or whatever.	people	no	yes	no	yes	no	no	no	no	yes	S
30654:64	or people just change a, like, one word because they think it sounds better, or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
30692:75	and so, you know, some day i would like --n4080d7 to get, even just like the video tell, or something like that, you know,	something like that	yes	yes	no	no	yes	no	no	no	yes	S
30714:19	and you'd have five or six or seven people talking to each other at the same time,		yes	yes	no	yes	no	yes	no	no	yes	S
30714:23	and you'd have five or six or seven people talking to each other at the same time,		yes	yes	no	no	no	yes	no	no	yes	S
30767:3	or,		no	no	no	no	no	no	no	no	no	S
30787:64	and, uh, and it's a huge eagle, you know, wing span of twenty feet or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
30792:69	and i mean, i know they, there must have used, been computers or something for animation this day,		yes	yes	no	no	yes	no	no	no	yes	S
30829:71	this is supposed --n401997 to be the, the guy that --n4019c6's, uh, replaces bruce lee or whatever or, or the next chuck norris type of guy.	whatever	yes	yes	no	yes	yes	no	no	no	yes	S
30829:80	this is supposed --n401997 to be the, the guy that --n4019c6's, uh, replaces bruce lee or whatever or, or the next chuck norris type of guy.		yes	yes	yes	yes	no	no	no	no	yes	S
30829:87	this is supposed --n401997 to be the, the guy that --n4019c6's, uh, replaces bruce lee or whatever or, or the next chuck norris type of guy.		yes	yes	no	no	no	no	no	no	yes	S
30849:7	or, and all of them, i guess, could be in that fashion, or category.		yes	yes	yes	yes	no	no	no	no	yes	S
30849:60	or, and all of them, i guess, could be in that fashion, or category.	category	yes	yes	no	no	no	no	no	no	yes	S
30872:70	it was really, i mean the hollywood really must think there's some real dummies out there or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
30887:42	you know they're usually not, not that great or didn't do that great anyway.	didn't do that great anyway	yes	yes	no	no	no	no	no	no	yes	S
30997:16	i read about one or two thick novels like that a year. you know,		yes	yes	no	no	no	yes	no	no	yes	S
31107:58	they probably do the story of someone who --n406dad was shot --n406dbc down early in the war or something and how he survived --n406def or, or about, or about those two newsmen or whatever that --n406e36 got captured --n406e45.	something	yes	yes	no	yes	yes	no	no	no	yes	S
31107:84	they probably do the story of someone who --n406dad was shot --n406dbc down early in the war or something and how he survived --n406def or, or about, or about those two newsmen or whatever that --n406e36 got captured --n406e45.		yes	yes	yes	yes	no	no	no	no	yes	S
