"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"104118:18","""his middle name is chris, or christopher for for her daddy,""","declarative","not available","nonum","change","change","change","A~B","same","non-generic","static",0.473157894736842,0.421052631578947,61,"no","no",1,"no",113,"1--113"
"24733:51","and you got to divide it two different categories whether you live in the city or whether you live in a more rural place like i do.","declarative","wh","nonum","change","change","change","A~B","different","generic","static",0.491111111111111,0.666666666666667,131,"no","no",6,"no",169,"6--169"
"56045:26","should these people be allowed to or not.","interrogative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.544444444444444,0.444444444444444,41,"no","yes",2,"no",147,"2--147"
"49242:55","""like most areas that are built, um, there were probably, like two or three styles you could choose from.""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","static",0.491111111111111,0.222222222222222,106,"no","no",5,"no",381,"5--381"
"104287:70","""and, um, i don't, i don't know if he's really serious about it yet or not, you know,""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.409473684210526,0.578947368421053,86,"no","yes",2,"no",147,"2--147"
"70072:47","and i think we got the same thing in the forecast for the next two or three days.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.421111111111111,0.555555555555556,81,"no","no",5,"no",381,"5--381"
"55955:33","""it might not be the same neighborhood, but the same city or county, because then you're, you're coming in contact with it.""","declarative","not available","nonum","change","change","nochange","A<B","same","non-generic","static",0.55,0.777777777777778,124,"no","no",7,"no",90,"7--90"
"77801:170","""and you want to be avail-, at least i've wanted to be available, when they, for some reason, they had, they were bouncing something off of me. because it was something that was bothering them or they were concerned about,""","declarative","relclause","nonum","nochange","nochange","change","A>B","same","non-generic","static",0.478947368421053,0.631578947368421,223,"no","no",3,"no",120,"3--120"
"68546:11","so either you or your husband can be warm","declarative","not available","nonum","change","change","change","A~B","different","generic","static",0.876666666666667,0.888888888888889,41,"yes","no",6,"no",169,"6--169"
"89756:75","""i don't remember if he said it was sixty dollars a square foot, off the creek and eighty on the creek, or, if it was eighty and a hundred.""","declarative","wh","num","change","not available","nochange","A~B","same","non-generic","static",0.662222222222222,0.666666666666667,140,"no","no",5,"no",381,"5--381"
"78681:73","""and he, uh, would like to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there, and just, you know, not, be settled anywhere,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.328888888888889,0.666666666666667,182,"no","no",5,"no",381,"5--381"
"36524:73","""and they said that they had ex-, that the one they had exercised with was three or four times easier.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.444444444444444,0.666666666666667,103,"no","no",5,"no",381,"5--381"
"25614:31","and you can just mosey on out for three or four hours and have a good time.","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.49625,0.5625,75,"no","no",5,"no",381,"5--381"
"124597:121","""and it's just incredible to think that there's, uh, there are players who are the sons of ball players that used to play against nolan or with nolan, you know,""","declarative","relclause","nonum","nochange","change","change","A~B","different","expletive","static",0.425555555555556,0.777777777777778,161,"no","no",6,"no",169,"6--169"
"103194:59","""my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night""","declarative","relclause","nonum","change","not available","change","A~B","different","non-generic","static",0.373333333333333,0.777777777777778,110,"no","no",6,"no",169,"6--169"
"153770:93","""you know, it's like what can you do with that, that you can't do in a self protection situation with like a seven or a twenty shot twelve.""","declarative","relclause","num","change","change","change","A~B","same","generic","static",0.491111111111111,0.777777777777778,140,"no","no",1,"no",113,"1--113"
"151896:22","""so we go backpacking fifteen or twenty miles,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.624444444444444,1,47,"no","no",5,"no",381,"5--381"
"8525:52","""so, uh, what happens is you pay six hundred dollars at the beginning or even before school starts.""","declarative","not available","nonum","change","change","nochange","A<B","same","generic","habitual",0.817777777777778,1,100,"no","no",7,"no",90,"7--90"
"64760:20","whenever they say it two or three times.","declarative","wh","num","change","not available","nochange","A~B","same","non-generic","habitual",0.737777777777778,0.777777777777778,40,"no","no",5,"no",381,"5--381"
"46424:21","""like you take asian countries, or, uh, the eastern countries where women are like in the foreground, uh, in the background and the men are in the foregrounde,""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.372222222222222,0.666666666666667,160,"no","no",3,"no",120,"3--120"
"94497:68","""and this has been going on at least, uh, i would say, at least twenty-five years or thirty, something like that.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.513333333333333,0.444444444444444,114,"no","no",5,"no",381,"5--381"
"55117:40","""uh, i'm figuring either one either the eagles or possibly san francisco""","declarative","not available","nonum","change","nochange","nochange","A~B","different","non-generic","static",0.738888888888889,1,73,"yes","no",7,"no",90,"7--90"
"80682:39","and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look.","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.603333333333333,0.777777777777778,119,"no","no",7,"yes",90,"7--90"
"63983:38","""but the cost is, is like, double or sometimes triple, what the regular things you, fertilizers and things you buyf.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.476666666666667,0.555555555555556,117,"no","no",5,"no",381,"5--381"
"157597:36","""and we do sit down at the beginning of every month or the end of every month and write down how much we know we're going to spend and set that money aside,""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","habitual",0.702222222222222,0.888888888888889,157,"no","no",7,"no",90,"7--90"
"96977:21","but i probably talked to seven or eight people.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.644444444444444,0.333333333333333,47,"no","no",5,"no",381,"5--381"
"6291:93","""i, i, fr-, you know, i, i debate about whether it's really good or not, you know.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.664444444444444,0.777777777777778,83,"no","yes",2,"no",147,"2--147"
