tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
21390:163	and that really made it a very interesting, uh, show to where you never really knew which, which one  was going  to show up. you know, whether it was going to, where they're going  to be real close  or whether they're just going  to be partners but not both , you know	good	2	0.5	6	3
31499:38	but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family but not both, perhaps, um, depending on the kind of drug he might be on .	bad	5	0.25	4	3
44591:124	and, uh, she's been holding herself pretty well. the, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is but not both. 	good	1	0.555555555555556	9	5
47787:16	but a lot women die or shop at foley's but not both. 	good	2	0.5	8	4
48175:48	and we tried  to be a part of it but not overshadowing him or making him feel that we had  to be there all the time but not both. 	bad	1	0.444444444444444	9	5
48909:46	and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out but not both, 	good	2	0.5	8	4
49833:71	but they would go out and try  to go for, uh, the best people and then mold them into different areas or find their natural niche but not both. 	good	1	0.777777777777778	9	7
52732:129	because too, too often, there can be extremism that, that  hurts from, from any direction, regardless of wha-, whatever you're arguing  or concerned  about but not both .	bad	3	0.142857142857143	7	6
63755:97	i thought maybe they would convert to, uh, metric back when they went to the fifty-five mile an hour speed limit , because what is it  fifty-six or fifty-seven's a hundred, uh, qua-, a hundred kilometers but not both, 	bad	2	0.125	8	7
70937:67	so, i don't know if we, we did a good thing to buy a house or not but not both. 	bad	1	0	9	9
75070:30	it's all new wiring up in the attic, or i guess crawl space but not both, 	good	1	0.333333333333333	9	3
91239:28	would you, uh, advise a private school, or a public school but not both, 	bad	1	0.555555555555556	9	4
91270:46	i, i think the bad part is that most parents or kids but not both don't know what to look for .	good	3	0.2	5	1
99064:18	and you can decide guilt or innocence on that but not both. 	good	2	1	5	5
109003:96	i find a lot of the cookbooks that, i don't know, that you buy  over the counter ask for really strange ingredients, or things i don't keep  on hand all the time but not both. 	good	2	0.25	8	2
110197:24	and that's just like a mile or two from our house but not both. 	bad	3	0.2	5	4
13047:33	i guess probably my favorite all time country and western song or singer is, uh, probably eddy arnold but not both. 	bad	3	0	6	6
130589:20	and i went to a vineyard or two in germany but not both. 	good	3	0.142857142857143	7	1
132536:65	i remember every time, it seems like, we turned around , they're adding another nickel or a few more cents onto the price of gasoline but not both. 	good	4	0.75	4	3
137574:82	course, i think, you know, you can't really go by what  happened earlier in the season because teams jell together or they've had injuries that  heal but not both. 	good	1	1	9	9
139225:66	i don't think is, is, we can determine whether we were right or wrong but not both, 	bad	1	0.555555555555556	9	4
14162:28	radio seems  to have a full platter or full plate but not both of different things that they need  to get  done.	good	3	0.75	4	3
14162:28	radio seems  to have a full platter or full plate of different things that they need  to get  done but not both. 	bad	3	0.25	4	3
146529:68	i would find it  very difficult, uh, to, uh, place eit-, my father or my step-mother but not both uh, in a place like that. particularly, since i know how they feel about it .	good	3	1	7	7
157511:153	well, the, the one thing that i know  does seem  to happen from people i've talked to  on this, is that in the situation you just said  where it's nine to three, or some such number but not both , that there's, an effect  starts  being that there's starts  being a lot of peer pressure going on	good	3	0.857142857142857	7	6
166593:34	once i found out that that's really not necessary or legal but not both then i just refuse	bad	3	0.2	5	4
169350:140	if you were deeply involved in it, then you immediately realize that what they print  is stuff that you probably knew  already and the stuff that you want  they're not printing  because the average person doesn't need or want  to know that much but not both. 	bad	3	0.142857142857143	7	6
172194:58	i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis but not both, 	good	1	1	9	9
2462:69	but if we're going  to have a meeting, where we're having the attorneys  come in, or people from, uh, other party's attorneys but not both and stuff , then i normally dress up.	good	3	0.666666666666667	3	2
2462:69	but if we're going  to have a meeting, where we're having the attorneys  come in, or people from, uh, other party's attorneys and stuff , then i normally dress up but not both. 	good	3	1	3	3
2462:69	but if we're going  to have a meeting, where we're having the attorneys  come in, or people from, uh, other party's attorneys and stuff but not both , then i normally dress up.	good	3	1	3	3
24983:30	the only reason i asked about secondary schools or, you know, advanced education but not both  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school.	good	3	0.8	5	4
31185:89	uh, well, just over the years there were situations that, uh, uh,  came up that i didn't think  were fair or handled  correctly but not both. 	good	3	0.428571428571429	7	3
33245:36	we we tried  to be fancier or more courses than the other but not both. 	good	4	1	4	4
44672:63	and she knew whether to, to, to quietly come up to me or to just run and knock me over but not both. 	bad	1	0.888888888888889	9	1
53823:87	putting them in, i mean, they were, they were call-, they called them  their quiet rooms or their isolation rooms but not both. 	good	1	0.888888888888889	9	8
55814:50	but if i were you, i would go  apply to either a health club or one of the others but not both and use it for a while.	good	3	1	5	5
60261:35	but he was, no, completely against having a dog or cat but not both, 	good	1	0.777777777777778	9	7
73241:15	it was a visa or mastercard but not both, 	good	1	1	9	9
7449:24	and whether you vote for one person or the other person but not both, the issues is what, you know, what you believe in ,	good	3	0.857142857142857	7	6
81171:123	i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word  for it, or their comment but not both, 	good	2	0.5	8	4
81609:13	and christopher reeve, or, mike douglas but not both went after his throat, you dummy.	good	3	1	6	6
83940:43	i, i figured maybe i'd get one or two years out of it but not both, 	good	3	0.666666666666667	6	4
84098:36	are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals but not both. 	good	3	0.857142857142857	7	6
84644:31	i do not know what the world is  or is not but not both .	bad	2	0.25	8	6
88646:66	and, uh, when, when i was first here in, in dallas or in plano but not both , um, and was finally able to, this is, oh, been like fourteen years ago we moved here . and i was finally able  to afford a new typewriter,	bad	3	0.833333333333333	6	1
94994:144	uh, when my children were growing up , i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who  kept two or three kids but not both, 	bad	2	0.5	8	4
100890:40	and it, it seems in the last decade or two but not both, um, that's true,	bad	3	0.6	5	2
105161:44	and how can a country stand  to, uh, spend as much or much more than they already are on such a problem but not both , uh,	bad	4	0.2	5	4
