"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"69440:43","21","i had, i've had, uh, two or three but not both drug tests that i had  to get  before i could start  working at a job uh, different jobs.","good bnb sentence",0,16,"Male","34"
"6353:63","21","she said, now, do you all want him to go to a, a state college or a private college but not both.","good bnb sentence",0.02,17,"Male","34"
"97709:59","21","and i will probably be going back to work around january, whereas she will be about, eight or nine months old but not both.","bad bnb sentence",0.64,18,"Male","34"
"67780:27","21","and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,","bad bnb sentence",0.38,19,"Male","34"
"104118:18","21","his middle name is chris, or christopher for for her daddy but not both,","bad bnb sentence",0.5,20,"Male","34"
"42766:91","21","because i started  shooting, my dad started  letting me shoot like a little air b b gun, when i was probably five or six years old but not both .","bad bnb sentence",0.4,21,"Male","34"
"151327:145","21","well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.","bad bnb sentence",0.1,22,"Male","34"
"6480:57","21","but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department but not both.","good bnb sentence",0.08,23,"Male","34"
"42553:48","21","i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,","good bnb sentence",0.05,24,"Male","34"
"31165:126","21","but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.","good bnb sentence",0.07,25,"Male","34"
"40595:16","21","it took us two or three but not both different people  to find,","good bnb sentence",0.04,26,"Male","34"
"104451:40","21","and i don't know if there's a deposit on those or not but not both.","bad bnb sentence",0,27,"Male","34"
"113845:53","21","the biggest, you know, the biggest outlaid expense has always been either wars or defense but not both.","good bnb sentence",0.01,28,"Male","34"
"77801:170","21","and you want  to be avail-, at least i've wanted  to be available, when they, for some reason, they had, they were bouncing something off of me . because it was something that  was bothering them or they were concerned about but not both ,","good bnb sentence",0.06,29,"Male","34"
"55488:50","21","but i don't have  to be conscious of what i'm doing  or how i'm doing it but not both .","good bnb sentence",0,30,"Male","34"
"14511:27","22","but i heard on the radio this morning, or yesterday morning but not both, that, uh, aikman's back in  practicing, doing real, real well.","bad bnb sentence",0.9,1,"Female","32"
"41615:46","22","and so when i'm teaching a class , obviously i wear a suit or dress but not both,","bad bnb sentence",0.84,2,"Female","32"
"134049:25","22","i think i've bought one or two new cars in my life but not both,","bad bnb sentence",0.21,3,"Female","32"
"91270:46","22","i, i think the bad part is that most parents or kids but not both don't know what to look for .","bad bnb sentence",0.06,4,"Female","32"
"106988:25","22","do you, um, buy from dealers or from individuals but not both.","bad bnb sentence",0.08,5,"Female","32"
"48005:83","22","and, uh, then you'd be willing  to give up your job  to stay home and with, or stay with the children but not both.","bad bnb sentence",0.02,6,"Female","32"
"63657:95","22","i would have more problem more problem with the temperature, except that, you know,  working in engineering, we do everything in centigrade, or celsius but not both.","bad bnb sentence",0.11,7,"Female","32"
"18798:25","22","and then you can either bundle your newspapers or put them in grocery bags but not both.","bad bnb sentence",0.74,8,"Female","32"
"112417:64","22","my husband was saying that up north they have such nice restaurants where you can go  after a theater or after the movie but not both.","bad bnb sentence",0.79,9,"Female","32"
"112092:38","22","i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment but not both .","bad bnb sentence",0.02,10,"Female","32"
"6363:73","22","it  amazes me how much the, the costs are going  to go up over the next ten or fifteen but not both years .","bad bnb sentence",0.1,11,"Female","32"
"105458:174","22","couple of guys, uh, restored an old wooden boat that  was built  back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that  went down in the middle  to keep you upright when the waves, or the wind came from the side but not both.","bad bnb sentence",0.04,12,"Female","32"
"18697:70","22","uh, there's no way that i could begin  to process and keep up with the kinds of information or the magnitude of information that i need   to, to try  to do my job  without them but not both.","bad bnb sentence",0.02,13,"Female","32"
"136335:21","22","did you put them up originally or just going up and stopping leaks in them but not both.","bad bnb sentence",0.09,14,"Female","32"
"58773:18","22","i tried it like once or twice but not both.","bad bnb sentence",0.02,15,"Female","32"
"69440:43","22","i had, i've had, uh, two or three but not both drug tests that i had  to get  before i could start  working at a job uh, different jobs.","bad bnb sentence",0.05,16,"Female","32"
"6353:63","22","she said, now, do you all want him to go to a, a state college or a private college but not both.","bad bnb sentence",0.41,17,"Female","32"
"97709:59","22","and i will probably be going back to work around january, whereas she will be about, eight or nine months old but not both.","bad bnb sentence",0.06,18,"Female","32"
"67780:27","22","and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,","bad bnb sentence",0.26,19,"Female","32"
"104118:18","22","his middle name is chris, or christopher for for her daddy but not both,","bad bnb sentence",0.24,20,"Female","32"
"42766:91","22","because i started  shooting, my dad started  letting me shoot like a little air b b gun, when i was probably five or six years old but not both .","bad bnb sentence",0.15,21,"Female","32"
"151327:145","22","well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.","bad bnb sentence",0.04,22,"Female","32"
"6480:57","22","but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department but not both.","bad bnb sentence",0.12,23,"Female","32"
"42553:48","22","i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,","bad bnb sentence",0.56,24,"Female","32"
"31165:126","22","but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.","bad bnb sentence",0.14,25,"Female","32"
