Item_ID	Sentence
48858:41	well, there's, there's probably two or three different types of, of views as far as the controversy goes.
48859:42	i can see where if a life was taken --n4011df by accident or, uh, i don't know what you'd call it --n401222, not premeditated or, i guess primarily by accident,, uh --n40125d, there may be cases where the death penalty is not called for --n401298 --n40129f,
48859:92	i can see where if a life was taken --n4011df by accident or, uh, i don't know what you'd call it --n401222, not premeditated or, i guess primarily by accident,, uh --n40125d, there may be cases where the death penalty is not called for --n401298 --n40129f,
48861:17	if it's premeditated or if it's, uh, kind of a habitual or, or a habit that, uh, a tendency that people, uh, may get into --n401574, then i guess i don't really have a problem with it.
48874:116	and, you know, i could go along with that, if, if i could be assured --n402122 that it would be their natural life in jail and not parole after ten, or twelve years.
48881:37	and they wind up back on the streets after five years or six years or like the kid on the news tonight out in mesquite who --n4024f4 was out in six months..
48881:44	and they wind up back on the streets after five years or six years or like the kid on the news tonight out in mesquite who --n4024f4 was out in six months..
48899:163	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who --n40304a have been there --n40305d for literally for ten or fifteen years on death row,
48909:46	and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out,
48916:100	and that's where a lot of aggravation comes --n4038f4, i think, is, is, uh, these guys spend so much time in the appeal process or just in the waiting process,
48948:95	and just, just ever so often she mentions, well, she's got --n404aef to do something else, you know, write another letter, or do something.
49162:40	they were expecting an influx of something on the order of fifty thousand people or more from the navy,
49185:66	let's say typical, say three bedroom, uh, two and a half baths, on a half acre or so of land,
49242:55	like most areas that --n403eaa are built --n403eb9, um, there were probably, like two or three styles you could choose from --n403f08.
49249:47	i'm, i'm only about, uh, twelve miles or so from the, uh, border of washington d c, and montgomery county,
49272:69	and they bought their home in i, i want --n40487b to say like --n40488e around nineteen seventy-five or something like that,
49324:208	on a, on a, on a, what we would, you know, what you described --n405b39 as your house and what i would describe --n405b60 as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes.
49341:37	uh, so, the question of whether to buy here or move to another county, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,
49399:23	but for example, a curriculum supervisor or principal or someone, you know, in that, uh, in that range.
49399:28	but for example, a curriculum supervisor or principal or someone, you know, in that, uh, in that range.
49539:30	they're worse than american cars i think or just as bad as far as resale goes.
49602:79	i, uh, i was thinking about --n403165 buying a prelude from a friend who --n403188 was moving to new york or something
49701:44	supposedly, the maintenance records was supposed --n404fd0 to be registered --n404fe3 with honda or whatever
49825:209	but i think, uh, actually, uh, in, in --n4017ab trying --n4017b6 to follow, uh, you know the cowboys over the years i think, uh, uh, they used --n401815 to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh,
49833:71	but they would go out and try --n401cd7 to go for, uh, the best people and then mold them into different areas or find their natural niche.
49837:31	and then about five years ago, four or five years ago, uh, they started --n401e7e going after, uh, uh, specific players or positions, you know,
49837:83	and then about five years ago, four or five years ago, uh, they started --n401e7e going after, uh, uh, specific players or positions, you know,
49873:3	or what was the whole deal on that --n402eea.
49914:54	you, know, i guess it's the same way with baseball or, or anybody, you know,
50001:63	i guess it was january, when, um, jimmy johnson got named --n4061f0 coach of the year or whatever --n40620f.
50054:20	is it the, the wharf or the, the, uh inner harbor.
50077:84	so it's, um, real easy access from, from south of baltimore like, um, like the airport or more importantly for the orioles from washington d c.
50175:41	you know, i mean you can't please them one way or the other.
50274:139	well, and, and, and so many of the, so many of the conflicts, um, really don't have a basis in, in, uh, politics or, or human rights or anything like that.
50274:149	well, and, and, and so many of the, so many of the conflicts, um, really don't have a basis in, in, uh, politics or, or human rights or anything like that.
50432:162	it's, it's, uh, there, there is, there is, it --n405d0f's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them.
50456:116	you know, we, we've got folks running around here who --n40675f get, who --n406776 get degrees in basket weaving and you know, underwater psychology, or some, some ridiculous stuff like that.
50514:57	we're, we're going --n40770a to become dependent on these other folks sooner or later.
50680:36	what do you think --n400022 about the, uh, peace corps or public service commitment.
50688:92	but there are an awful lot of young people who --n400580 would benefit from, um, some sort of public service, like the conservation corps back in the thirties or, uh, various other things of that sort.
