tgrep.id,proportion_goodsentence,Sentence_BNB,Mean,YMin,YMax,Opt_BNB,Better_BNB,Weird,Weird_Category,notes,
158308:59,0.444444444,"and this is supposed  to be a very well-known center here in tyler who  had two or three but not both, um, centers, all over, you know, the, um, city",0.495555556,0.265472222,0.697888889,TRUE,-,TRUE,and_noncompete,,
158554:133,0.666666667,"but on the other hand, you know, if they would have had a hard time  retaliating because the, you know, they, they wouldn't have been given  access to the friend or foe codes but not both.",0.528888889,0.352138889,0.705583333,TRUE,-,TRUE,downward_entailing,,
164419:42,0.555555556,"huh. do you think they should be punished  at all, or, uh, like go to prison, uh but not both,",0.4,0.207777778,0.606694444,TRUE,-,FALSE,-,,
160767:43,0.789473684,"so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,",0.401052632,0.262065789,0.528434211,TRUE,-,FALSE,-,,
69804:37,0.888888889,"so they have� to start� talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.",0.402222222,0.155555556,0.642222222,TRUE,-,FALSE,-,,
159321:28,0.555555556,and she was in a nursing home for four or five years but not both before she died.,0.472222222,0.216638889,0.733555556,TRUE,-,TRUE,and_noncompete,,
70078:22,0.777777778,"have y'all been having any heat waves or like the ninety degree but not both,",0.402222222,0.171083333,0.640055556,TRUE,-,FALSE,-,,
159476:33,0.333333333,"and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical but not both.",0.341111111,0.159972222,0.528972222,FALSE,"and i haven't really gone out, and bought any or listened to much on the, on the radio but not both, except for classical.",TRUE,downward_entailing,,
159867:30,0.555555556,"we have one of those use it or lose it plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses but not both .",0.276666667,0.105555556,0.476722222,FALSE,"we have one of those use it or lose it but not both plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses.",TRUE,bad_bnb,,
104373:17,0.842105263,"and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .",0.404210526,0.264684211,0.54475,TRUE,-,FALSE,-,,
160003:12,0.777777778,"it's whether or not you're a resident for that jurisdiction but not both,",0.526666667,0.262194444,0.77225,TRUE,-,TRUE,and_noncompete,,
160310:27,0.222222222,and i'm not sure if kroger does or not but not both.,0.334444444,0.128888889,0.555583333,TRUE,-,TRUE,and_noncompete,,
1256:174,0.888888889,"and that, that's one thing that i feel really strongly about� though, is, uh, you know, people� coming up to my door, and especially religious organizations and wanting� to uh, you know, to try and get me to join or, you know, become interested in their religion but not both,",0.404444444,0.222194444,0.587805556,TRUE,-,FALSE,-,,
153376:44,0.222222222,"so frank, what, uh, type of, uh, budget do you or your family but not both have .",0.404444444,0.1855,0.646694444,TRUE,-,FALSE,-,,
9072:53,0.777777778,"well, i was just going  to say, it's a little over six or seven minutes but not both.",0.404444444,0.194305556,0.621111111,TRUE,-,FALSE,-,9072:53:00,
160808:39,0.555555556,"i mean, i just read something that, two thirds or three quarters but not both, i'm not exactly sure of our national debt are, was created  during the reagan bush  era who  are suppo-, supposedly fiscally conservative.",0.724444444,0.501027778,0.927777778,TRUE,-,TRUE,and_noncompete,,
169391:49,0.888888889,"something that you cared about  happened, you'd find out from friends or other channels but not both.",0.405555556,0.174361111,0.666694444,TRUE,-,FALSE,-,,
161931:92,0.666666667,"i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money but not both, wouldn't wouldn't i be in prison at this point.",0.467777778,0.274416667,0.658888889,TRUE,-,TRUE,and_noncompete,,
162139:49,0.666666667,"uh, i've had, uh, i've had one or two american cars i think but not both ,",0.337777778,0.19325,0.485583333,TRUE,-,TRUE,and_noncompete,,
162164:181,0.666666667,"but i think they're obliged� to have these things because hertz and avis and those folks have it� in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it but not both.",0.665555556,0.447611111,0.863333333,TRUE,-,TRUE,and_noncompete,,
162268:64,0.222222222,"and, the best thing, and a lot of the stuff, the best thing is like four years or five years but not both, it's pretty soon, you're completely vested  in the retirement plan and everything,",0.533333333,0.359944444,0.68225,TRUE,-,TRUE,and_noncompete,,
31488:53,0.666666667,"because, um, there are, there must be people like you, or in other circumstances but not both, that  could come up with, with, uh, false positives for certain kind of drugs.",0.407777778,0.196611111,0.651138889,TRUE,-,FALSE,-,,
162665:33,0.666666667,i don't know if i'm making any sense or not but not both.,0.525555556,0.297722222,0.753333333,TRUE,-,TRUE,and_noncompete,,
162681:59,0.444444444,"you know, i don't know for, if you're familiar with that or not but not both.",0.32,0.13775,0.518916667,TRUE,-,TRUE,downward_entailing,,
72646:93,0.777777778,"i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .",0.407777778,0.152138889,0.678888889,TRUE,-,FALSE,-,,
36223:17,0.888888889,picking up the garbage or educating our kids but not both.,0.408888889,0.196666667,0.636694444,TRUE,-,FALSE,-,,
162850:90,0.555555556,"and you, and you don't always even know if it's, it's going  to be the right place or not but not both.",0.408888889,0.159944444,0.691111111,TRUE,-,TRUE,and_noncompete,,
162962:70,0.444444444,"and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not but not both.",0.456666667,0.192138889,0.723333333,TRUE,-,TRUE,and_noncompete,,
115553:41,0.777777778,"you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both.",0.41,0.149888889,0.688972222,TRUE,-,FALSE,-,,
12033:60,0.555555556,"i mean, what do you think we can, uh, i guess  as individuals or as a group but not both, do  about, uh, air pollution..",0.41,0.2,0.640111111,TRUE,-,FALSE,-,,
99180:110,0.666666667,"and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more� in the winter than i do in the summer but not both.",0.41,0.199972222,0.65225,TRUE,-,FALSE,-,,
163278:40,0.666666667,"oh, i think, i think two or three minutes is fine but not both.",0.426666667,0.181083333,0.675583333,TRUE,-,TRUE,and_noncompete,,
46957:32,0.842105263,they're only going� to make like three or four thousand but not both.,0.410526316,0.252605263,0.559052632,TRUE,-,FALSE,-,,
163402:100,0.555555556,"we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both.",0.583333333,0.342194444,0.837833333,TRUE,-,TRUE,and_noncompete,,
37097:119,0.444444444,"but i, i just don't think they have the resources, if you were� to compare, uh, the americans to the soviets as far as home computers� are concerned� or fact machines, fax machines and cellular phones but not both, and state of the art equipment that we are so used to .",0.411111111,0.196611111,0.623361111,TRUE,-,FALSE,-,,
131692:34,0.777777778,"they'd leave work and go to a golf course, or a little country club but not both  they belonged to  back in richmond, virginia and just, uh, play nine holes of golf.",0.412222222,0.148861111,0.706666667,TRUE,-,FALSE,-,,
62382:115,0.888888889,"there are people� now that� are obsolete point and fact just, just like endangered species of animals, so there are quote tribes of people, that� are endangered or obsolete but not both.",0.413333333,0.173277778,0.657805556,TRUE,-,FALSE,-,,
163718:34,0.555555556,"but they're not in it  to say anything or give a message which  is what they were do- but not both,",0.515555556,0.251083333,0.755694444,TRUE,-,TRUE,downward_entailing,,
21517:53,0.555555556,"do you think that's why most rock stars nowadays keep their marriages secret , or at least they keep it quiet but not both .",0.414444444,0.231111111,0.600027778,TRUE,-,FALSE,-,,
137574:82,1,"course, i think, you know, you can't really go by what  happened earlier in the season because teams jell together or they've had injuries that  heal but not both.",0.415555556,0.25775,0.592222222,TRUE,-,FALSE,-,,
164042:75,0.888888889,"and, uh, you know, v eights seem  to be a return to the days of, you know, ten or twelve miles a gallon but not both.",0.56,0.396611111,0.7045,TRUE,-,TRUE,and_noncompete,,
8889:22,0.444444444,i make a lot of afghans or used  to make a lot of them but not both.,0.415555556,0.251111111,0.572277778,TRUE,-,FALSE,-,8889:22:00,
54571:48,0.888888889,a lot of things we try� to catch� like at the dollar theater or matinees but not both.,0.416666667,0.183277778,0.668944444,TRUE,-,FALSE,-,,
164352:51,0.222222222,i think in some cases it  doesn't matter if it's a deterrent or not but not both.,0.546666667,0.309972222,0.760055556,TRUE,-,TRUE,and_noncompete,,
128817:104,0.555555556,"i, i'd also advise them that, uh, if mom and dad paid for their college, that, uh, if they decided  to drop a course or decided that they need another year but not both, then they'd have  to get a loan  to continue.",0.417777778,0.196638889,0.667805556,TRUE,-,FALSE,-,,
172194:58,0.777777778,"i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis but not both,",0.417777778,0.265527778,0.615583333,TRUE,-,FALSE,-,,
164667:49,0.777777778,"and it's just sort of a, you know, four or five pages but not both that  covers what 's going on in plano.",0.444444444,0.214416667,0.68225,TRUE,-,TRUE,and_noncompete,,
147719:68,0.666666667,"is it p-, do you think it 's possible to have honesty in government or an honest government but not both.",0.418888889,0.238888889,0.601138889,TRUE,-,FALSE,-,,
77664:56,1,"so our whole family, we take family trips to different places� to visit fish stores or go to fish shows but not both,",0.419375,0.235609375,0.60078125,TRUE,-,FALSE,-,,
76731:61,0.777777778,"and, so, i mean, you have� to find out whether there's a legitimate reason, or whether this is a warning signal but not both.",0.421111111,0.197777778,0.690055556,TRUE,-,FALSE,-,,
165043:58,0.666666667,"the, the days of don't buy a car made on a monday or a friday are pretty much going away but not both.",0.442222222,0.205555556,0.683333333,FALSE,"the, the days of don't buy a car made on a monday or a friday but not both are pretty much going away.",TRUE,downward_entailing,,
